LOC,STA,STA2,STATION,NAME,LHOLD,HOLDCERT,O,NEARTOWN,COUNTY,STATE,REGION,BLOCK,LATITUDE,LONGITUDE,PRECISION,SOURCE,DATUM,DECLAT,DECLNG,NAD83,ELEV,STRATUM,BCR,HABITAT,REG,PASSED,MAP,D89,D90,D91,D92,D93,D94,D95,D96,D97,D98,Y99,D99,Y00,D00,Y01,D01,Y02,D02,Y03,D03,Y04,D04,Y05,D05,Y06,D06,Y07,D07,Y08,D08,Y09,D09,Y10,D10,Y11,D11,Y12,D12,Y13,HISTORY,YRSOP
HOOD,14434,14434U,VIRE,Vireo,DA,+,A,Harker Heights,Bell,TX,4,310-0973,31 09 51,-097 38 09,01S,GPS -GPSMAP 76,NAD83,31.16417,-97.63583,x,280,8,20,oak-cedar woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
HOOD,14435,14435U,BROO,Brookhaven Mountain,DA,+,A,Killeen,Bell,TX,4,311-0973,31 10 55,-097 37 20,01S,GPS -GPSMAP 76,NAD83,31.18194,-97.62222,x,275,8,20,mixed scrub/oak,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
SWIF,14436,14436S,PIPE,Pipeline,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 17 00,-097 19 42,01S,GPS -GPSMAP 76,NAD83,30.28333,-97.32833,x,145,8,21,post oak woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
SWIF,14437,14437S,EALW,East Loop West,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 15 46,-097 16 19,01S,GPS -GPSMAP 76,NAD83,30.26278,-97.27194,x,149,8,21,mixed woodland/oldfield,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
SWIF,14438,14437S,EALE,East Loop East,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 15 55,-097 15 48,01S,GPS -GPSMAP 76,NAD83,30.26528,-97.26333,x,151,8,21,mixed woodland/oldfield,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
SWIF,14439,14436S,WCLO,Wine Cellar Loop,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 16 27,-097 19 13,01S,GPS -GPSMAP 76,NAD83,30.27417,-97.32028,x,134,8,21,oak-cedar woodland/riparian,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
SWIF,14440,14440U,SAJU,Sandy Junction,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 17 09,-097 17 23,01S,GPS -GPSMAP 76,NAD83,30.28583,-97.28972,x,155,8,21,post oak woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
SWIF,14441,14437S,MCCR,McLaughlin Creek,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 16 14,-097 16 54,01S,-,-,30.27056,-97.28167,-,137,8,21,elm bottomland/post oak woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,94-03,10
BOWI,14442,14442U,STON,Stonehouse,DG,+,A,Indian Creek,Brown,TX,4,313-0985,31 35 41,-098 54 27,01S,GPS -GPSMAP 76,NAD83,31.59472,-98.9075,x,439,53,21,oak savanna,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
BOWI,14443,14443U,NIGH,Nighthawk,DG,+,A,Indian Creek,Brown,TX,4,313-0985,31 37 17,-098 57 07,01S,GPS -GPSMAP 76,NAD83,31.62139,-98.95194,x,473,53,21,oak woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
BOWI,14444,14444U,MOCK,Mockingbird Lane,DG,+,A,Indian Creek,Brown,TX,4,313-0985,31 36 16,-098 55 25,01S,GPS -GPSMAP 76,NAD83,31.60444,-98.92361,x,465,53,21,mixed scrub/oak,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
BOWI,14445,14445U,BEDR,Bedrock,DG,+,A,Brownwood,Brown,TX,4,313-0985,31 38 30,-098 56 11,01S,GPS -GPSMAP 76,NAD83,31.64167,-98.93639,x,435,53,21,oak woodland/mesquite,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
BOWI,14446,14446U,MESQ,Mesquite,DG,+,A,Brownwood,Brown,TX,4,313-0985,31 38 52,-098 54 30,01S,GPS -GPSMAP 76,NAD83,31.64778,-98.90833,x,393,53,21,mesquite,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
BOWI,14447,14447U,DEVI,Devil's Hill,DG,+,A,Zephyr,Brown,TX,4,313-0985,31 37 06,-098 53 39,01S,GPS -GPSMAP 76,NAD83,31.61833,-98.89417,x,437,53,21,mixed scrub/oak,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,94-09,16
LEAV,14448,14448U,RADE,Rabbit's Demise,DA,+,A,Eudora,Johnson,KS,4,385-0950,38 55 22,-095 02 00,01S,-,-,38.92278,-95.03333,-,256,33,22,bottomland deciduous forest,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,94-02,9
LEAV,14449,14449U,SPHA,Sparrow's Haven,DA,+,A,DeSoto,Johnson,KS,4,385-0945,38 53 20,-094 59 50,10S,-,-,38.88889,-94.99722,-,274,33,22,successional forest/old field,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,94-02,9
RILE,14450,14450U,MYPR,Myersdale Prairie,DA,+,D,Milford,Riley,KS,4,391-0965,39 13 34,-096 56 24,01S,-,-,39.22611,-96.94,-,381,35,22,grassland,X,N03,x,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,94-06,13
RILE,14451,14451U,ESDR,Estes Draw,DA,+,A,Junction City,Riley,KS,4,390-0964,39 06 41,-096 49 43,01S,-,-,39.11139,-96.82861,-,381,35,22,riparian draw/grassland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,94-02,9
RILE,14452,14452U,RIPO,Richardson's Posts,DA,+,D,Milford,Riley,KS,4,390-0964,39 09 46,-096 48 36,01S,-,-,39.16278,-96.81,-,396,35,22,grassland,X,N03,x,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,94-06,13
RILE,14453,14453U,RCPR,Rush Creek Prairie,DA,+,A,Milford,Geary,KS,4,390-0965,39 09 30,-096 51 20,10S,-,-,39.15833,-96.85556,-,381,35,22,hayed grassland,X,,x,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1
HOOD,14454,14454U,TABR,Taylor Branch,DA,+,A,Nolanville,Bell,TX,4,311-0973,31 11 28,-097 34 01,01S,GPS -GPSMAP 76,NAD83,31.19111,-97.56694,x,210,8,20,oak-juniper woodland,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,"94-02,04-08",14
SARC,14455,14455U,RIDL,RIDL,P,?,I,Pearsonia,Osage,OK,4,364-0962,36 44 10,-096 24 10,10S,-,-,36.73611,-96.40278,-,305,33,22,tallgrass prairie/scrub-oak,X,,x,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93-96,4
FTSL,14456,14456U,GEHI,Geronimo Hill,DA,+,I,Lawton,Comanche,OK,4,344-0982,34 41 41,-098 22 15,01S,-,-,34.69472,-98.37083,-,344,54,19,riparian woodland/mixed grass prairie,X,,X,,,,,,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,"94,04-",10
SNWR,14457,14457S,SATO,Sandtown,IW,+,I,Vian,Sequoyah,OK,4,352-0950,35 26 18,-095 00 53,01S,GPS,NAD83,35.43833,-95.01472,x,143,33,25,deciduous woodlands,X,,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,94-06,13
HEFO,14458,14458U,HEFO,Henning Forest,P,,I,Branson,Taney,MO,4,364-0931,36 41 00,-093 17 00,01M,-,-,36.68333,-93.28333,-,274,19,24,oak-hickory forest/riparian,X,,x,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,1
HEMU,14459,14459U,HEMU,Heard Museum,P,+,I,McKinney,Collin,TX,4,330-0963,33 09 40,-096 37 10,01S,GPS,NAD83,33.16111,-96.61944,x,165,8,21,oldfield,X,Y03,X,,,,,,X,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,,,?,,?,,?,"94,98-05,07-09,11-",14
SAWR,14460,14460S,RESA,Resaca Trail,IW,,I,"Rio Bravo, Tam.",Hidalgo,TX,4,260-0980,26 04 00,-098 09 00,10S,-,-,26.06667,-98.15,-,27,7,36,bottomland forest,X,,x,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-99,5
SAWR,14461,14460S,HIGH,Highland Trail,IW,,I,"Rio Bravo, Tam.",Hidalgo,TX,4,260-0980,26 04 10,-098 08 50,10S,-,-,26.06944,-98.14722,-,26,7,36,upland thorn forest,X,,x,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-99,5
RILE,14462,14462U,TMCR,Three Mile Creek,DA,+,A,Ogden,Riley,KS,4,390-0964,39 05 42,-096 44 46,01S,-,-,39.095,-96.74611,-,323,35,22,deciduous bottomland forest,X,,X,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,95-02,8
FTPO,14463,14463U,POLK,Fort Polk,AF,+,I,Cravens,Vernon,LA,4,310-0930,31 01 08,-093 04 17,01S,GPS,NAD83,31.01889,-93.07139,x,229,4,25,longleaf pine,X,,x,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-98,4
FTPO,14464,14464U,VERN,Vernon,AF,+,I,Cravens,Vernon,LA,4,305-0930,30 59 46,-093 07 53,01S,GPS,NAD83,30.99611,-93.13139,x,213,4,25,longleaf pine,X,,x,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,95-00,6
LSWA,14465,14465U,LSWA,Lake Somervell,P,,I,Dime Box,Lee,TX,4,301-0964,30 19 40,-096 46 10,10S,-,-,30.32778,-96.76944,-,81,8,21,deciduous riparian forest,X,,x,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95-98,4
TXPP,14466,14466U,LIRI,Peach Point,S,,I,Jones Cr.,Brazoria,TX,4,285-0952,28 59 00,-095 25 00,01M,-,-,28.98333,-95.41667,-,2,6,37,live-oak forest,X,,x,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,97-99,3
CUMA,14467,14467U,CUMA,Chaparral,S,+,I,Artesia Wells,LaSalle,TX,4,281-0992,28 17 46,-099 23 05,01S,GPS,NAD83,28.29611,-99.38472,x,168,7,36,mesquite/prickly pear/mix. brush,X,,X,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,97-,16
EDDL,14468,14468U,EDDL,Eddleman Farm,P,,I,Cape Girardeau,Cape Girardeau,MO,4,372-0892,37 20 00,-089 20 00,10M,-,-,37.33333,-89.33333,-,150,19,24,oak/hickory forest,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,1
HAMP,14469,14469U,HAMP,Hamilton Pool,C,,I,Cypress Mill,Travis,TX,4,302-0980,30 20 40,-098 08 10,10S,-,-,30.34444,-98.13611,-,230,53,20,other/meadow,X,,x,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,1
JCTX,14470,14470U,WBCK,W. Buck,S,+,I,Junction,Kimble,TX,4,302-0994,30 26 20,-099 48 20,10S,-,-,30.43889,-99.80556,-,550,53,20,deciduous woodland/juniper scrub,X,,x,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,97-01,5
MATA,14471,14471U,MATA,Matador,S,+,I,Cee Vee,Cottle,TX,4,340-1002,34 07 10,-100 26 40,10S,-,-,34.11944,-100.44444,-,549,54,19,mixed shrubland/mixed grassland,X,,x,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,98-01,4
AMIS,14472,14472U,AMIS,Amistad Rio Grande,IP,,I,Los Campos,Val Verde,TX,4,292-1010,29 26 30,-101 03 10,10S,-,-,29.44167,-101.05278,-,280,7,36,deciduous woodland,X,,x,,,,,,,,,,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,98-02,5
EASA,14473,14473U,EASA,East Sandy,AF,,I,New Waverly,Walker,TX,4,303-0953,30 34 40,-095 34 20,10S,-,-,30.57778,-95.57222,-,75,4,25,deciduous forest/mixed forest,X,,,,,,,,,,,,X,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,98-01,4
NOLA,14474,14474U,AIBS,Audubon Inst. Banding Sta,DC,+,I,Meraux/Violet,Orleans,LA,4,295-0895,29 53 07,-089 55 27,01S,GPS,NAD83,29.88528,-89.92417,x,1,5,26,lowland hardwood forest,X,Y00,x,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,00-05,6
AGFC,14475,14475U,BELL,Bell Slough,S,+,I,Mayflower,Faulkner,AR,4,345-0922,34 55 30,-092 24 00,01S,-,-,34.925,-92.4,-,77,19,25,bald cypress-swamp tupelo forest,X,Y00,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,00-04,5
STRI,14476,14476U,NOEA,Stringfellow WMA,S,,I,Brazoria,Brazoria,TX,4,285-0955,28 57 00,-095 51 00,01M,-,-,28.95,-95.85,-,2,6,37,oak-hackberry-green ash forest,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,00-04,5
CUMA,14477,14477U,HBGR,Hackberry Grove,S,+,I,Artesia Wells,Dimmit,TX,4,281-0992,28 18 44,-099 26 39,01S,GPS,NAD83,28.31222,-99.44417,x,160,7,36,hackberry/mesquite mixed brush,X,,X,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,X,X,X,X,X,X,X,X,X,,X,"00-06,08-",12
LACS,14478,14478U,LAC1,Lacassine NWR 1,IW,+,I,Lake Arthur,Jeff Davis,LA,4,295-0924,29 58 26,-092 48 32,01S,-,-,29.97389,-92.80889,-,2,6,37,mixed harwood/freshwater marsh,X,Y01,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,01-04,4
PCRA,14479,14479S,PGRS,Proving Grounds Res.Stat.,P,+,I,Fordland,Webster,MO,4,371-0930,37 12 15,-093 00 14,01S,Web - Google E.,NAD83,37.20417,-93.00389,x,430,19,24,fragmented oak-hickory riparian,X,N03,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,01-09,9
AGFC,14480,14480U,SRMS,Sulphur River WMA,S,+,I,Fouke,Miller,AR,4,331-0935,33 10 00,-093 54 39,01S,-,-,33.16667,-93.91083,-,62,4,25,bottomland hardwood,X,Y01,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,01-05,5
AGFC,14481,14481U,LOUA,Lower Ouachita WMA,S,+,I,Crossett,Ashley,AR,4,330-0920,33 03 00,-092 04 00,01M,-,-,33.05,-92.06667,-,21,4,25,sand prairie/bottomland hardwood,X,Y01,X,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,01-04,4
FTPO,14482,14482U,BICR,Bird's Creek,AF,+,I,Cravens,Vernon,LA,4,310-0930,31 01 16,-093 03 23,01S,GPS,NAD83,31.02111,-93.05639,x,29,4,25,mixed harwood/long leaf riparian,,Y01,x,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,01-04,4
HORN,14491,14491U,CYFO,Cyprus Ford,P,+,I,Austin,Travis,TX,4,301-0973,30 13 47,-097 39 15,01S,-,-,30.22972,-97.65417,-,134,6,21,cypress-willow riparian corridor,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,02-03,2
ARBL,14492,14492U,LITA,Little Tank,P,+,I,Refugio,Refugio,TX,4,282-0972,28 23 02,-097 21 44,01S,-,-,28.38389,-97.36222,-,77,6,37,oak matt/pond/riparian corridor/field,X,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,02-,11
TENS,14493,14493U,SHEL,Shelterwood Harvest,IW,+,I,Waverly,Madison,LA,4,321-0912,32 18 40,-091 20 09,01S,Web - Google E,NAD83,32.31111,-91.33583,x,22,5,26,bottomland hardwood forest,X,Y99,X,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,94-08,15
LEON,14494,14424S,BRCE,Bradford Cemetery,DA,+,A,Big Piney,Pulaski,MO,4,374-0920,37 42 18,-092 07 01,01S,GPS -GPSMAP 76,NAD83,37.705,-92.11694,x,317,19,24,black walnut plantation,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,03-09,7
LEON,14495,14495U,TIBO,Tilley Bottoms,DA,+,A,Waynesville,Pulaski,MO,4,374-0921,37 46 27,-092 12 14,01S,GPS -GPSMAP 76,NAD83,37.77417,-92.20389,x,250,19,24,oldfield/oak forest,X,,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,03-10,8
BITH,14496,14496U,BITH,Big Thicket National Pr.,IP,+,I,Kountze,Hardin,TX,4,302-0942,30 27 48,-094 23 08,01S,GIS/aerial phot,NAD83,30.46333,-94.38556,x,33,4,25,mixed pine/hardwood with clearcut,X,N06,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,05-07,3
TENS,14502,14502S,PAT4,"Comp.4, patch cut & Thin",IW,+,I,Waverly,Madison,LA,4,322-0912,32 21 57,-091 25 50,01S,Web - Google E,NAD83,32.36583,-91.43056,x,21,5,26,oak-gum bottomland forest: 2000 harvest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,03-06,4
TENS,14503,14502S,THN4,"Comp.4, thinning Harvest",IW,+,I,Waverly,Madison,LA,4,322-0912,32 22 19,-091 25 50,01S,Web - Google E,NAD83,32.37194,-91.43056,x,21,5,26,oak-gum bottomland forest: 2000 harvest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,03-06,4
TENS,14504,14502S,UNC4,"Comp.4,  unharv. control",IW,+,I,Waverly,Madison,LA,4,322-0912,32 21 30,-091 25 50,01S,Web - Google E,NAD83,32.35833,-91.43056,x,21,5,26,oak-gum bottomland forest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,03-04,2
TENS,14505,14419S,PAT9,"Comp.9, patch cut & Thin",IW,+,I,Waverly,Madison,LA,4,322-0912,32 21 44,-091 21 01,01S,Web - Google E,NAD83,32.36222,-91.35028,x,21,5,26,oak-gum bottomland forest: 2000 harvest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,03-06,4
TENR,14506,14419S,THN9,"Comp.9, thinning Harvest",IW,+,I,Waverly,Madison,LA,4,322-0912,32 21 04,-091 21 01,01S,Web - Google E,NAD83,32.35111,-91.35028,x,21,5,26,oak-gum bottomland forest: 2000 harvest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,03-,10
TENS,14507,14419S,UNC9,"Comp.9,  unharv. control",IW,+,I,Waverly,Madison,LA,4,322-0912,32 21 19,-091 21 00,01S,Web - Google E,NAD83,32.35528,-91.35,x,21,5,26,oak-gum bottomland forest,X,Y03,X,,,,,,,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,03-04,2
AGFC,14508,14508U,CHOI,Choctaw Island WMA,S,+,I,Arkansas City,Desha,AR,4,333-0911,33 36 12,-091 10 40,01S,-,-,33.60333,-91.17778,-,40,5,26,Lower Miss. River batture,X,Y02,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,03-06,4
SWIF,14509,14437S,DROP,Dropzone,DG,+,A,Bastrop,Bastrop,TX,4,301-0971,30 15 07,-097 16 21,01S,GPS -GPSMAP 76,NAD83,30.25194,-97.2725,x,155,8,21,mixed grassland/post oak woodland,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,04-09,6
LDWF,14510,14510U,SHW1,Shelterwood 1,S,+,I,Krotz Springs,Point Coupee,LA,4,303-0914,30 30 18,-091 43 55,01S,-,-,30.505,-91.73194,-,9,5,26,bottomland hardwoods,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,04-,9
LDWF,14511,14511U,SHW2,Shelterwood 2,S,+,I,Krotz Springs,Point Coupee,LA,4,302-0914,30 29 57,-091 44 40,01S,-,-,30.49917,-91.74444,-,8,5,26,bottomland hardwoods,X,,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,04-,9
AGFC,14512,14512U,NFCP,Norfork Chapin Point,DX,+,I,Mountain Home,Baxter,AR,4,362-0921,36 25 21,-092 18 24,01S,-,NAD83,36.4225,-92.30667,x,200,19,24,upland hardwood/pine stand mix,X,Y03,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,04-08,5
TENS,14513,14513U,THIN,North 1/3 of Comp. 16,IW,+,I,Waverly,Madison,LA,4,321-0912,32 19 51,-091 20 10,01S,Web - Google E,NAD83,32.33083,-91.33611,x,21,5,26,oak-gum bottomland hardwood forest,X,Y03,,,,,,,X,X,X,X,X,,,,,,,,,,,,,X,X,X,X,,,,,,,,,,,,,,"94-98,05-06",7
TENS,14514,14419S,SHOP,"Forest Comp. 11, south",IW,+,I,Waverly,Madison,LA,4,322-0911,32 20 50,-091 19 46,01S,Web - Google E,NAD83,32.34722,-91.32944,x,21,5,26,oak-gum bottomland hardwood forest,X,Y03,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,X,X,X,X,X,X,,,,,,,,,,,,"94-99,05-07",9
TENS,14515,14515U,NOCU,"Not cut, unmanaged forest",IW,+,I,Waverly,Madison,LA,4,321-0912,32 19 17,-091 20 57,01S,Web - Google E,NAD83,32.32139,-91.34917,x,21,5,26,"oak-gum bottomland for., unharvested res",X,Y03,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-98,5
FTSL,14516,14516U,WCCR,West Cache Creek,DA,+,I,Lawton,Comanche,OK,4,343-0983,34 39 02,-098 39 04,01S,-,-,34.65056,-98.65111,-,340,54,19,riparian woodland/mixed grass prairie,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,04-,9
FITL,14517,14517U,BRAK,Cottonwood Brake stand,P,+,I,Fitler,Issaquenna,MS,4,323-0910,32 39 38,-091 02 24,01S,Web - Google E,NAD83,32.66056,-91.04,x,21,5,26,pulpwood managd coppiced cottonwd forest,X,,,,,,,,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-98,5
FITL,14518,14518U,LEVE,Cottonwood Levee stand,P,+,I,Fitler,Issaquenna,MS,4,323-0910,32 39 20,-091 04 08,01S,Web - Google E,NAD83,32.65556,-91.06889,x,21,5,26,pulpwood managed planted cottonwd forest,X,,,,,,,,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94-97,4
ARUN,14519,14519U,ARUN,Arroyo Unit,S,+,I,Rio Hondo,Cameron,TX,4,261-0973,26 19 20,-097 30 51,01S,Web - Google E.,NAD83,26.32222,-97.51417,x,5,7,37,mixed thorn scrub w/ temporary wetland,X,N06,X,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,,X,,X,,X,,X,04-,9
LDWF,14520,14520S,GSL1,Group Select 1,S,+,I,Krotz Springs,Point Coupee,LA,4,302-0914,30 27 22,-091 42 57,01S,-,-,30.45611,-91.71583,-,8,5,26,bottomland hardwoods,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,05-,8
LDWF,14521,14520S,GSL2,Group Select 2,S,+,I,Krotz Springs,Point Coupee,LA,4,302-0914,30 26 50,-091 42 28,01S,-,-,30.44722,-91.70778,-,8,5,26,bottomland hardwoods,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,05-,8
LDWF,14522,14520S,NAT1,Natural Area 1,S,+,I,Krotz Springs,Point Coupee,LA,4,302-0914,30 28 06,-091 44 02,01S,-,-,30.46833,-91.73389,-,8,5,26,bottomland hardwoods,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,05-,8
LDWF,14523,14520S,NAT2,Natural Area 2,S,+,I,Krotz Springs,Point Coupee,LA,4,302-0914,30 27 43,-091 43 33,01S,-,-,30.46194,-91.72583,-,6,5,26,bottomland hardwoods,X,,X,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,X,X,X,,X,,X,05-,8
FTPO,14524,14524U,LA10,LA10,DA,+,I,Leesville,Vernon,LA,4,310-0931,31 01 48,-093 11 25,01S,GPS,NAD83,31.03,-93.19028,x,92,4,25,longleaf&loblolly/hardw&honeysuck. under,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,X,,,,,,,05-10,6
